quarter,state,specialty,hcp_segment,kol_flag,product,molecule,company,moa,route_admin,nrx_count,trx_count,refill_rate,market_share_pct,commercial_payer_pct,medicare_payer_pct,medicaid_payer_pct,cash_pay_pct,pa_required,step_edit_required,formulary_tier,payer_access_score_1_10,wac_monthly_usd,net_price_monthly_usd,gross_to_net_pct,efficacy_perception_1_10,safety_perception_1_10,convenience_perception_1_10,value_perception_1_10,hcp_nps,rep_accessible,digital_engager,samples_accepted,indication_t2dm,indication_obesity,indication_cv_risk
2024Q2,VA,Obesity Medicine,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,61,284,4.66,4.6,51.3,31.0,17.7,7.4,True,True,Tier 3 Non-Pref,4.2,587,447.0,23.8,8.8,6.7,6.2,5.7,25,False,False,False,True,False,False
2024Q3,NY,Endocrinology,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,145,484,3.34,22.5,40.4,24.1,35.5,8.6,True,False,Specialty,8.6,936,620.0,33.8,6.5,7.4,6.4,5.6,-13,True,True,True,True,False,True
2025Q1,TN,Primary Care,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,8,26,3.25,3.0,58.5,38.2,3.3,8.2,True,True,Tier 3 Non-Pref,4.6,587,366.0,37.6,7.8,6.2,7.0,5.2,41,True,False,True,True,False,False
2024Q1,IN,Endocrinology,High Volume (Top Decile),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,43,221,5.14,1.8,51.1,22.5,26.4,4.8,True,True,Not Covered,5.1,587,417.0,29.0,6.3,6.6,7.0,7.3,78,False,True,False,True,False,False
2024Q2,IL,Endocrinology,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,34,195,5.74,19.1,52.5,22.4,25.1,2.9,True,False,Specialty,4.5,1349,1036.0,23.2,7.2,5.3,7.5,3.5,11,True,False,False,True,True,False
2024Q3,MD,Internal Medicine,Mid Volume (Decile 2-5),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,12,49,4.08,6.8,59.2,30.9,9.8,11.6,True,True,Tier 2 Preferred,5.5,624,382.0,38.8,6.0,5.7,8.0,4.3,47,True,True,True,True,False,False
2024Q1,CA,Endocrinology,Mid Volume (Decile 2-5),True,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,39,222,5.69,9.6,64.8,20.3,14.9,2.6,True,False,Tier 2 Preferred,6.5,1059,708.0,33.1,9.4,5.3,6.5,5.2,0,False,False,True,True,True,False
2024Q3,IL,Endocrinology,Low Volume (Decile 6-10),True,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,29,136,4.69,6.7,48.0,38.0,14.0,11.8,True,False,Tier 3 Non-Pref,4.8,686,483.0,29.7,6.9,5.8,7.8,3.9,11,False,False,False,True,False,False
2024Q2,MO,Primary Care,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,93,462,4.97,19.2,41.4,30.9,27.6,4.9,True,False,Specialty,5.9,1023,783.0,23.5,7.7,6.6,7.3,6.5,62,False,True,False,True,False,True
2024Q1,MD,Primary Care,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,29,153,5.28,2.4,69.0,37.4,0.0,7.3,True,True,Tier 2 Preferred,7.9,686,504.0,26.5,9.0,7.5,6.5,5.9,76,False,False,False,True,False,False
2024Q2,WA,Endocrinology,Low Volume (Decile 6-10),True,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,20,62,3.1,4.1,47.6,29.3,23.1,7.7,True,False,Tier 2 Preferred,8.4,686,528.0,23.1,7.9,7.1,6.6,7.4,68,True,True,True,True,False,False
2024Q2,MA,Endocrinology,Non-Writer,False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,69,342,4.96,7.2,68.0,21.5,10.5,3.8,True,False,Tier 2 Preferred,9.3,624,477.0,23.5,6.0,8.0,7.9,5.9,-18,True,False,False,True,False,False
2024Q2,TN,Cardiology,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,83,466,5.61,9.0,56.8,32.7,10.5,8.4,False,False,Tier 3 Non-Pref,6.8,624,391.0,37.3,6.3,8.8,5.3,5.2,29,False,False,True,True,False,False
2024Q3,NC,Primary Care,Non-Writer,False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,57,328,5.75,3.1,52.0,20.8,27.2,11.7,True,True,Specialty,8.7,587,392.0,33.2,6.3,6.4,6.4,7.5,68,False,False,True,True,False,False
2024Q1,NJ,Primary Care,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,21,91,4.33,7.2,65.8,31.7,2.5,7.0,False,False,Not Covered,3.9,812,489.0,39.8,7.3,6.1,7.7,5.6,58,False,True,True,True,False,False
2024Q1,TX,Primary Care,Non-Writer,False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,67,285,4.25,23.4,47.4,37.4,15.2,9.3,False,True,Specialty,3.5,936,672.0,28.2,5.5,5.7,7.7,6.4,72,True,False,False,True,False,True
2024Q4,AZ,Endocrinology,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,60,246,4.1,17.5,58.2,23.7,18.0,9.6,True,False,Not Covered,8.0,1349,944.0,30.0,8.2,5.5,9.3,6.6,67,False,False,False,True,True,False
2024Q4,MI,Internal Medicine,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,80,311,3.89,8.0,42.4,30.1,27.5,3.2,True,True,Not Covered,6.1,624,465.0,25.5,6.2,4.6,5.7,5.0,48,True,False,True,True,False,False
2024Q1,MO,Primary Care,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,51,297,5.82,6.2,59.0,30.9,10.2,7.8,True,True,Specialty,3.9,686,458.0,33.3,7.0,8.3,8.1,5.1,78,False,False,True,True,False,False
2024Q1,FL,Cardiology,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,105,544,5.18,18.4,48.1,40.8,11.0,4.2,True,False,Not Covered,7.1,1023,631.0,38.4,9.0,5.3,8.3,6.0,71,False,True,True,True,False,True
2024Q2,WA,Primary Care,Non-Writer,False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,114,487,4.27,18.6,58.9,37.0,4.0,2.5,True,False,Not Covered,4.3,1023,804.0,21.4,8.1,7.2,8.6,5.4,1,False,True,False,True,False,True
2024Q1,MI,Endocrinology,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,68,354,5.21,12.2,46.2,29.8,24.0,11.5,True,False,Tier 2 Preferred,5.4,1059,778.0,26.5,8.1,7.1,7.0,4.4,79,False,False,True,True,True,False
2024Q4,MD,Endocrinology,High Volume (Top Decile),True,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,58,277,4.78,4.2,56.4,29.8,13.8,10.8,False,False,Tier 2 Preferred,4.9,587,405.0,31.0,7.4,8.2,5.3,7.7,66,False,False,False,True,False,False
2024Q4,CA,Internal Medicine,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,25,135,5.4,8.0,41.4,26.7,31.9,10.5,False,True,Tier 3 Non-Pref,5.7,686,499.0,27.2,7.0,5.5,7.0,5.5,7,False,True,False,True,False,False
2024Q1,VA,Endocrinology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,64,206,3.22,3.1,69.0,33.3,0.0,4.0,False,False,Not Covered,8.2,587,413.0,29.6,7.3,5.3,6.3,6.1,-1,False,False,False,True,False,False
2024Q3,OH,Cardiology,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,89,434,4.88,14.4,50.4,22.2,27.4,11.7,True,True,Tier 2 Preferred,7.6,1059,713.0,32.6,8.9,7.6,7.4,4.8,25,False,False,False,True,True,False
2024Q3,VA,Internal Medicine,High Volume (Top Decile),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,39,115,2.95,4.3,61.1,20.6,18.4,4.8,True,False,Tier 2 Preferred,5.1,686,469.0,31.7,7.1,6.9,6.0,5.9,-19,False,False,True,True,False,False
2024Q1,VA,Primary Care,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,59,242,4.1,16.8,69.2,37.7,0.0,9.5,False,True,Not Covered,4.5,1349,1002.0,25.7,8.2,6.8,7.1,4.9,32,False,True,True,True,True,False
2025Q1,FL,Primary Care,High Volume (Top Decile),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,97,309,3.19,17.5,63.1,31.5,5.4,10.6,True,True,Specialty,3.6,1023,800.0,21.8,9.1,7.7,7.5,5.2,53,False,True,False,True,False,True
2024Q3,NJ,Primary Care,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,73,320,4.38,23.0,69.5,33.1,0.0,3.0,True,False,Specialty,4.9,936,600.0,35.9,7.7,6.2,7.6,4.2,-15,False,True,False,True,False,True
2024Q2,WI,Endocrinology,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,60,345,5.75,14.6,58.5,41.8,0.0,4.8,True,True,Tier 3 Non-Pref,8.1,1059,827.0,21.9,8.0,7.2,6.8,6.7,50,True,False,True,True,True,False
2024Q1,TN,Primary Care,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,8,46,5.75,0.0,50.1,20.8,29.1,12.0,True,False,Tier 3 Non-Pref,4.2,492,289.0,41.3,6.1,7.2,8.2,6.5,39,False,False,False,True,False,False
2024Q3,OH,Primary Care,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,93,515,5.54,23.6,41.8,31.1,27.1,10.4,False,False,Tier 2 Preferred,9.1,936,655.0,30.0,7.8,5.7,8.1,4.8,67,True,True,True,True,False,True
2024Q3,IN,Internal Medicine,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,83,330,3.98,8.1,65.6,24.2,10.2,4.0,True,False,Tier 3 Non-Pref,6.5,624,491.0,21.4,7.5,8.4,6.8,6.8,75,True,False,True,True,False,False
2024Q2,GA,Nephrology,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,102,408,4.0,22.3,43.7,21.3,35.0,10.8,True,True,Tier 3 Non-Pref,3.7,936,638.0,31.8,8.2,8.2,7.5,6.4,18,True,True,False,True,False,True
2024Q1,GA,Primary Care,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,71,232,3.27,20.2,44.2,26.2,29.5,2.3,True,False,Specialty,5.8,1023,613.0,40.1,7.7,6.9,8.2,7.5,73,True,True,False,True,False,True
2025Q1,FL,Primary Care,High Volume (Top Decile),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,24,77,3.21,8.2,52.1,28.1,19.8,8.9,True,True,Not Covered,9.3,624,451.0,27.7,6.3,6.8,6.1,6.5,78,False,False,False,True,False,False
2024Q2,TN,Primary Care,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,47,207,4.4,5.5,41.6,19.4,39.0,10.4,False,True,Tier 3 Non-Pref,5.0,624,511.0,18.0,7.3,7.4,6.6,8.7,-7,True,False,False,True,False,False
2024Q2,AZ,Cardiology,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,38,163,4.29,7.2,48.1,18.3,33.6,11.5,False,True,Tier 3 Non-Pref,7.2,743,600.0,19.2,7.7,7.1,8.3,2.6,22,True,True,False,True,False,False
2024Q4,VA,Endocrinology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,13,73,5.62,3.5,70.2,28.1,1.7,5.9,True,False,Not Covered,5.7,492,386.0,21.5,8.3,7.1,8.5,8.3,42,True,True,True,True,False,False
2024Q3,IN,Nephrology,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,34,186,5.47,7.3,57.6,36.4,5.9,5.7,True,False,Tier 2 Preferred,4.0,743,567.0,23.7,4.7,6.0,8.8,6.3,-10,False,True,False,True,False,False
2024Q4,PA,Obesity Medicine,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,19,111,5.84,5.5,68.5,30.1,1.4,6.4,True,True,Not Covered,7.2,686,538.0,21.6,6.7,7.5,6.6,6.5,47,True,False,False,True,False,False
2024Q1,NJ,Endocrinology,Non-Writer,False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,60,181,3.02,2.3,49.5,34.0,16.5,5.3,True,True,Specialty,7.3,587,463.0,21.1,7.0,6.8,7.1,5.9,-10,True,False,False,True,False,False
2024Q4,WI,Internal Medicine,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,42,205,4.88,5.8,68.5,36.5,0.0,7.4,True,True,Tier 3 Non-Pref,4.9,624,480.0,23.1,6.7,7.0,5.4,5.2,-6,True,False,False,True,False,False
2025Q1,FL,Primary Care,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,78,255,3.27,15.1,60.3,36.1,3.6,7.0,True,True,Not Covered,4.3,1349,1078.0,20.1,6.7,7.2,7.4,6.5,85,False,True,False,True,True,False
2024Q1,TN,Primary Care,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,123,428,3.48,17.1,69.0,36.2,0.0,4.1,True,False,Tier 3 Non-Pref,8.5,936,674.0,27.9,8.1,6.6,9.3,7.6,26,False,True,True,True,False,True
2024Q1,FL,Internal Medicine,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,22,118,5.36,7.0,60.4,18.6,20.9,6.0,True,False,Not Covered,6.4,743,581.0,21.8,7.7,8.1,6.8,4.4,7,False,True,False,True,False,False
2025Q1,CA,Cardiology,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,1,4,4.0,9.3,64.8,36.7,0.0,4.4,True,True,Specialty,4.1,743,485.0,34.7,6.4,6.2,6.9,3.3,13,False,True,True,True,False,False
2024Q3,NY,Obesity Medicine,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,18,102,5.67,6.4,46.1,29.2,24.7,4.4,True,False,Specialty,7.9,743,574.0,22.8,7.1,7.4,7.7,5.9,80,False,False,False,True,False,False
2025Q1,IN,Endocrinology,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,5,23,4.6,5.7,70.0,24.3,5.7,3.6,True,False,Specialty,6.0,587,388.0,33.9,7.0,7.2,6.9,3.8,31,True,False,True,True,False,False
2024Q3,VA,Obesity Medicine,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,112,482,4.3,17.7,45.0,25.1,29.9,7.2,False,False,Specialty,5.1,1023,709.0,30.7,7.8,7.7,7.7,7.9,42,True,False,False,True,False,True
2024Q2,TX,Internal Medicine,High Volume (Top Decile),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,74,365,4.93,14.6,53.5,36.5,10.0,4.8,True,True,Specialty,6.1,1349,863.0,36.0,7.4,6.7,7.2,7.3,10,True,False,False,True,True,False
2024Q3,MD,Obesity Medicine,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,13,55,4.23,4.0,42.2,28.8,29.0,10.3,False,True,Not Covered,3.5,812,662.0,18.5,9.2,9.0,5.4,4.1,71,False,False,False,True,False,False
2024Q1,MD,Obesity Medicine,Non-Writer,False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,58,341,5.88,19.6,68.8,41.9,0.0,6.0,True,True,Tier 2 Preferred,4.2,1023,706.0,31.0,9.0,6.8,7.5,6.7,49,True,True,True,True,False,True
2025Q1,WA,Endocrinology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,12,33,2.75,1.9,69.5,29.7,0.8,6.8,False,True,Tier 2 Preferred,3.9,492,395.0,19.7,7.9,6.8,8.9,5.4,-5,True,True,False,True,False,False
2024Q4,CA,Endocrinology,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,32,165,5.16,2.7,42.4,31.5,26.0,10.7,True,False,Specialty,5.4,587,465.0,20.8,6.8,7.1,6.9,7.8,54,False,False,False,True,False,False
2025Q1,MD,Endocrinology,Non-Writer,False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,24,84,3.5,5.9,69.7,36.4,0.0,7.6,False,True,Tier 3 Non-Pref,4.1,587,363.0,38.2,5.8,8.3,6.8,5.3,48,True,False,False,True,False,False
2024Q2,FL,Primary Care,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,71,375,5.28,18.5,66.2,38.9,0.0,2.0,True,False,Tier 3 Non-Pref,4.4,1349,915.0,32.2,7.2,7.8,6.8,7.8,31,True,False,False,True,True,False
2024Q3,TN,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,62,355,5.73,13.2,66.2,32.4,1.4,10.2,False,True,Tier 2 Preferred,5.8,1059,757.0,28.5,8.3,6.6,7.2,6.6,5,False,True,False,True,True,False
2025Q1,NC,Internal Medicine,Non-Writer,False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,45,267,5.93,22.2,53.6,23.1,23.3,11.6,True,True,Tier 2 Preferred,6.4,1023,684.0,33.1,6.5,7.1,6.8,5.6,44,True,False,True,True,False,True
2024Q3,VA,Primary Care,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,97,574,5.92,7.8,51.5,30.7,17.8,4.9,False,False,Specialty,8.3,624,477.0,23.5,6.9,8.5,7.2,5.5,-20,True,True,False,True,False,False
2024Q3,WI,Nephrology,Non-Writer,False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,118,581,4.92,18.2,46.5,23.9,29.6,7.5,True,False,Specialty,8.3,1023,700.0,31.6,8.1,7.2,6.3,6.4,54,False,True,False,True,False,True
2024Q4,MO,Endocrinology,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,53,242,4.57,17.1,55.1,26.4,18.5,5.3,False,True,Tier 3 Non-Pref,9.0,1349,787.0,41.6,7.7,5.2,8.6,8.1,82,False,False,True,True,True,False
2024Q2,VA,Internal Medicine,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,26,120,4.62,6.6,52.3,20.4,27.3,2.7,False,True,Not Covered,3.8,686,512.0,25.4,6.2,6.3,7.3,4.2,-13,False,False,True,True,False,False
2024Q2,FL,Internal Medicine,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,36,160,4.44,5.3,47.6,26.2,26.1,8.4,True,False,Tier 2 Preferred,4.3,686,467.0,32.0,7.3,6.3,7.1,5.3,-13,False,True,False,True,False,False
2024Q3,GA,Primary Care,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,108,557,5.16,21.6,64.4,29.8,5.9,2.7,False,True,Tier 3 Non-Pref,6.6,936,599.0,36.0,7.8,7.1,8.0,6.9,84,False,True,False,True,False,True
2024Q1,IN,Internal Medicine,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,32,117,3.66,1.1,67.4,38.6,0.0,9.0,True,True,Tier 2 Preferred,9.3,812,507.0,37.6,8.2,7.0,6.8,7.2,39,True,False,False,True,False,False
2024Q2,GA,Internal Medicine,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,36,124,3.44,2.3,51.8,27.0,21.2,8.5,True,True,Specialty,6.7,686,557.0,18.8,6.5,7.3,7.0,5.1,47,True,False,False,True,False,False
2025Q1,WI,Endocrinology,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,92,499,5.42,16.1,68.0,41.7,0.0,9.3,True,True,Not Covered,8.8,1023,648.0,36.7,9.7,8.3,6.3,5.4,-19,True,False,False,True,False,True
2024Q1,VA,Primary Care,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,128,767,5.99,23.6,52.8,26.1,21.1,11.7,True,True,Not Covered,7.3,936,625.0,33.3,6.6,6.5,6.5,3.8,80,True,False,False,True,False,True
2024Q3,NJ,Endocrinology,High Volume (Top Decile),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,52,286,5.5,18.3,43.5,24.3,32.2,11.8,True,False,Tier 3 Non-Pref,7.6,1023,679.0,33.6,6.7,5.0,7.8,7.7,57,True,True,False,True,False,True
2024Q2,PA,Internal Medicine,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,71,233,3.28,5.2,66.5,28.8,4.7,11.2,False,False,Specialty,3.8,587,411.0,30.0,7.4,7.1,8.0,3.9,35,True,False,False,True,False,False
2024Q4,NY,Primary Care,Non-Writer,False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,55,161,2.93,15.1,64.5,39.0,0.0,3.8,False,True,Tier 2 Preferred,4.0,1349,1040.0,22.9,6.6,6.9,7.2,7.3,51,False,False,False,True,True,False
2024Q3,WI,Primary Care,High Volume (Top Decile),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,8,29,3.62,3.0,56.1,40.3,3.6,7.1,False,False,Specialty,7.1,492,291.0,40.8,6.7,5.8,6.6,6.2,16,False,True,False,True,False,False
2024Q2,MO,Endocrinology,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,12,43,3.58,0.9,58.7,32.0,9.4,10.0,True,True,Tier 2 Preferred,8.4,492,324.0,34.1,7.6,7.6,8.1,4.8,67,True,False,True,True,False,False
2024Q2,OH,Endocrinology,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,23,68,2.96,8.0,70.0,34.0,0.0,9.3,True,True,Tier 3 Non-Pref,8.0,743,501.0,32.6,5.5,6.4,8.7,4.5,12,True,False,False,True,False,False
2024Q4,VA,Primary Care,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,57,172,3.02,5.7,61.6,26.7,11.8,6.8,True,False,Tier 2 Preferred,5.6,743,602.0,18.9,6.9,6.8,7.6,6.2,56,False,False,False,True,False,False
2024Q2,NY,Nephrology,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,51,199,3.9,4.2,54.2,39.6,6.2,2.0,True,True,Tier 3 Non-Pref,7.3,743,603.0,18.9,7.0,7.4,8.0,4.6,18,False,True,False,True,False,False
2025Q1,AZ,Primary Care,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,26,85,3.27,6.9,61.2,35.1,3.7,7.3,False,False,Specialty,8.7,812,574.0,29.3,7.7,7.0,7.4,7.1,63,True,True,True,True,False,False
2025Q1,NY,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,76,285,3.75,11.6,59.5,38.9,1.6,9.4,True,False,Specialty,6.2,1059,655.0,38.2,8.7,7.7,8.1,4.9,49,True,False,False,True,True,False
2024Q1,CA,Primary Care,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,41,224,5.46,7.1,67.4,23.3,9.3,8.3,False,True,Tier 3 Non-Pref,6.5,686,531.0,22.6,4.4,6.6,7.8,5.3,36,False,True,True,True,False,False
2024Q4,OH,Internal Medicine,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,31,177,5.71,5.8,71.3,30.4,0.0,6.9,True,False,Tier 3 Non-Pref,5.4,686,534.0,22.2,7.6,6.0,7.3,5.8,71,False,False,False,True,False,False
2024Q3,IN,Internal Medicine,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,39,181,4.64,8.4,60.4,22.7,16.9,7.3,True,False,Not Covered,9.3,624,377.0,39.5,5.9,6.0,7.4,5.4,58,True,False,False,True,False,False
2024Q4,TX,Endocrinology,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,20,90,4.5,4.9,58.8,27.1,14.1,11.0,True,True,Specialty,4.7,812,586.0,27.9,7.4,6.9,8.4,8.6,38,False,False,False,True,False,False
2024Q3,VA,Nephrology,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,38,227,5.97,6.2,64.4,32.5,3.1,4.4,True,False,Not Covered,6.2,743,550.0,26.0,9.3,6.8,6.6,4.8,28,True,True,False,True,False,False
2024Q2,MO,Primary Care,High Volume (Top Decile),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,3,15,5.0,1.5,51.3,37.0,11.6,8.5,False,True,Tier 2 Preferred,5.2,492,402.0,18.2,6.5,5.8,7.1,5.6,27,False,False,False,True,False,False
2024Q1,TN,Primary Care,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,48,205,4.27,18.3,55.6,21.2,23.2,4.2,True,False,Tier 3 Non-Pref,4.5,1349,1050.0,22.2,7.8,9.9,6.8,8.8,-8,False,True,False,True,True,False
2024Q4,MD,Obesity Medicine,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,42,223,5.31,6.2,48.9,29.1,21.9,3.3,True,False,Tier 2 Preferred,4.4,743,435.0,41.4,7.5,7.0,6.1,5.7,56,True,False,False,True,False,False
2024Q2,FL,Cardiology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,4,11,2.75,0.0,68.5,37.1,0.0,4.7,True,False,Tier 2 Preferred,8.8,492,337.0,31.5,7.1,5.8,8.0,6.0,-14,True,True,False,True,False,False
2024Q2,MO,Primary Care,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,39,234,6.0,6.9,49.4,40.0,10.6,3.4,True,False,Tier 2 Preferred,6.9,686,468.0,31.8,7.2,7.2,7.6,6.1,22,False,True,False,True,False,False
